term,index
1732669887,970
1732669893,971
1732669917,972
1732669947,973
1732669978,974
1732669983,975
1732670008,976
1732670038,977
1732670067,978
1732670097,979
1732670127,980
1732670138,981
1732670158,982
1732670188,983
1732670193,984
1732670219,985
1732670249,986
1732670278,987
1732670306,988
1732670336,989
1732670368,990
1732670398,991
1732670399,992
1732670427,993
1732670458,994
1732670461,995
1732670488,996
1732670519,997
1732670549,998
1732670579,999
1732670601,1000
1732670607,1001
1732670626,1002
1732670637,1003
1732670667,1004
1732670673,1005
1732670698,1006
1732670728,1007
1732670758,1008
1732670788,1009
1732670818,1010
1732670848,1011
1732670879,1012
1732670909,1013
1732670939,1014
1732670969,1015
1732670974,1016
1732670992,1017
1732670998,1018
1732671028,1019
1732671059,1020
1732671089,1021
1732671093,1022
1732671114,1023
1732671119,1024
1732671132,1025
1732671149,1026
1732671179,1027
1732671210,1028
1732671240,1029
1732671245,1030
1732671246,1031
1732671270,1032
1732671299,1033
1732671329,1034
1732671358,1035
1732671388,1036
1732671405,1037
1732671419,1038
1732671450,1039
1732671479,1040
1732671480,1041
1732671509,1042
1732671514,1043
1732671539,1044
1732671569,1045
1732671587,1046
1732671600,1047
1732671630,1048
1732671660,1049
1732671690,1050
1732671695,1051
1732671720,1052
1732671750,1053
1732671781,1054
1732671809,1055
1732671839,1056
1732671846,1057
1732671869,1058
1732671899,1059
1732671930,1060
1732671960,1061
1732671990,1062
1732672020,1063
1732672051,1064
1732672081,1065
1732672111,1066
1732672139,1067
1732672169,1068
1732672200,1069
1732672230,1070
1732672260,1071
1732672290,1072
1732672320,1073
1732672350,1074
1732672382,1075
1732672411,1076
1732672441,1077
1732672470,1078
1732672502,1079
1732672531,1080
1732672561,1081
1732672592,1082
1732672650,1083
1732672680,1084
1732672710,1085
1732672740,1086
1732672771,1087
1732672801,1088
1732672831,1089
1732672861,1090
1732672892,1091
1732672922,1092
1732672951,1093
1732672982,1094
1732673011,1095
1732673040,1096
1732673045,1097
1732673070,1098
1732673101,1099
1732673132,1100
1732673161,1101
1732673191,1102
1732673252,1103
1732673282,1104
1732673312,1105
1732673342,1106
1732673346,1107
1732673357,1108
1732673373,1109
1732673401,1110
1732673431,1111
1732673462,1112
1732673491,1113
1732673521,1114
1732673551,1115
1732673556,1116
1732673581,1117
1732673613,1118
1732673642,1119
1732673672,1120
1732673673,1121
1732673703,1122
1732673708,1123
1732673731,1124
1732673744,1125
1732673762,1126
1732673792,1127
1732673822,1128
1732673827,1129
1732673852,1130
1732673883,1131
1732673913,1132
1732673943,1133
1732673948,1134
1732673957,1135
1732673971,1136
1732674002,1137
1732674032,1138
1732674061,1139
1732674093,1140
1732674123,1141
1732674153,1142
1732674183,1143
1732674213,1144
1732674244,1145
1732674274,1146
1732674285,1147
1732674304,1148
1732674334,1149
1732674362,1150
1732674393,1151
1732674407,1152
1732674422,1153
1732674452,1154
1732674482,1155
1732674512,1156
1732674543,1157
1732674573,1158
1732674603,1159
1732674634,1160
1732674664,1161
1732674696,1162
1732674699,1163
1732674724,1164
1732674752,1165
1732674783,1166
1732674784,1167
1732674813,1168
1732674843,1169
1732674873,1170
1732674903,1171
1732674910,1172
1732674934,1173
1732674938,1174
1732674964,1175
1732674994,1176
1732675024,1177
1732675052,1178
1732675083,1179
1732675113,1180
1732675143,1181
1732675173,1182
1732675203,1183
1732675234,1184
1732675264,1185
1732675294,1186
1732675354,1187
1732675384,1188
1732675415,1189
1732675445,1190
1732675475,1191
1732675506,1192
1732675508,1193
1732675536,1194
1732675564,1195
1732675594,1196
1732675624,1197
1732675654,1198
1732675685,1199
1732675715,1200
1732675745,1201
1732675806,1202
1732675835,1203
1732675839,1204
1732675865,1205
1732675874,1206
1732675895,1207
1732675926,1208
1732675956,1209
1732675986,1210
1732676014,1211
1732676044,1212
1732676074,1213
1732676105,1214
1732676135,1215
1732676165,1216
1732676195,1217
1732676225,1218
1732676256,1219
1732676286,1220
1732676316,1221
1732676346,1222
1732676374,1223
1732676405,1224
1732676435,1225
1732676465,1226
1732676468,1227
1732676474,1228
1732676477,1229
1732676482,1230
1732676483,1231
1732676484,1232
1732676485,1233
1732676493,1234
1732676494,1235
1732676497,1236
1732676503,1237
1732676523,1238
1732676527,1239
1732676537,1240
1732676555,1241
1732676585,1242
1732676616,1243
1732676646,1244
1732676676,1245
1732676706,1246
1732676736,1247
1732676766,1248
1732676797,1249
1732676827,1250
1732676855,1251
1732676864,1252
1732676885,1253
1732676916,1254
1732676946,1255
1732676976,1256
1732677006,1257
1732677036,1258
1732677038,1259
1732677058,1260
1732677066,1261
1732677097,1262
1732677127,1263
1732677157,1264
1732677187,1265
1732677189,1266
1732677198,1267
1732677201,1268
1732677203,1269
1732677214,1270
1732677215,1271
1732677216,1272
1732677217,1273
1732677219,1274
1732677220,1275
1732677221,1276
1732677223,1277
1732677234,1278
1732677235,1279
1732677236,1280
1732677238,1281
1732677239,1282
1732677241,1283
1732677242,1284
1732677246,1285
1732677252,1286
1732677265,1287
1732677270,1288
1732677273,1289
1732677276,1290
1732677286,1291
1732677287,1292
1732677288,1293
1732677289,1294
1732677290,1295
1732677291,1296
1732677292,1297
1732677293,1298
1732677298,1299
1732677306,1300
1732677336,1301
1732677340,1302
1732677366,1303
1732677397,1304
1732677427,1305
1732677458,1306
1732677488,1307
1732677517,1308
1732677546,1309
1732677551,1310
1732677557,1311
1732677576,1312
1732677581,1313
1732677607,1314
1732677637,1315
1732677652,1316
1732677667,1317
1732677669,1318
1732677697,1319
1732677702,1320
1732677703,1321
1732677727,1322
1732677758,1323
1732677788,1324
1732677818,1325
1732677848,1326
1732677876,1327
1732677907,1328
1732677937,1329
1732677967,1330
1732677997,1331
1732678027,1332
1732678057,1333
1732678088,1334
1732678118,1335
1732678148,1336
1732678155014,1337
1732678178,1338
1732678209,1339
1732678214,1340
1732678239,1341
1732678267,1342
1732678295,1343
1732678297,1344
1732678327,1345
1732678358,1346
1732678388,1347
1732678418,1348
1732678420,1349
1732678436,1350
1732678448,1351
1732678478,1352
1732678501,1353
1732678509,1354
1732678537,1355
1732678547,1356
1732678568,1357
1732678598,1358
1732678624,1359
1732678629,1360
1732678658,1361
1732678688,1362
1732678696,1363
1732678718,1364
1732678749,1365
1732678780,1366
1732678802,1367
1732678810,1368
1732678828,1369
1732678839,1370
1732678868,1371
1732678897,1372
1732678929,1373
1732678958,1374
1732678988,1375
1732679018,1376
1732679049,1377
1732679079,1378
1732679104,1379
1732679110,1380
1732679138,1381
1732679168,1382
1732679198,1383
1732679230,1384
1732679260,1385
1732679275,1386
1732679289,1387
1732679320,1388
1732679350,1389
1732679380,1390
1732679394,1391
1732679398,1392
1732679410,1393
1732679438,1394
1732679469,1395
1732679499,1396
1732679529,1397
1732679559,1398
1732679589,1399
1732679619,1400
1732679650,1401
1732679657,1402
1732679680,1403
1732679710,1404
1732679740,1405
1732679770,1406
1732679800,1407
1732679808,1408
1732679831,1409
1732679861,1410
1732679891,1411
1732679919,1412
1732679949,1413
1732679980,1414
1732680010,1415
1732680013,1416
1732680030,1417
1732680040,1418
1732680070,1419
1732680100,1420
1732680129,1421
1732680134,1422
1732680160,1423
1732680190,1424
1732680220,1425
1732680246,1426
1732680250,1427
1732680311,1428
1732680341,1429
1732680371,1430
1732680390,1431
1732680401,1432
1732680431,1433
1732680460,1434
1732680490,1435
1732680512,1436
1732680520,1437
1732680550,1438
1732680580,1439
1732680610,1440
1732680641,1441
1732680671,1442
1732680701,1443
1732680731,1444
1732680761,1445
1732680792,1446
1732680794,1447
1732680821,1448
1732680851,1449
1732680881,1450
1732680911,1451
1732680942,1452
1732680972,1453
1732681002,1454
1732681030,1455
1732681060,1456
1732681091,1457
1732681121,1458
1732681151,1459
1732681182,1460
1732681211,1461
1732681244,1462
1732681272,1463
1732681302,1464
1732681333,1465
1732681362,1466
1732681392,1467
1732681422,1468
1732681450,1469
1732681484,1470
1732681511,1471
1732681541,1472
1732681602,1473
1732681632,1474
1732681635,1475
1732681662,1476
1732681693,1477
1732681751,1478
1732681781,1479
1732681811,1480
1732681841,1481
1732681845,1482
1732681872,1483
1732681902,1484
1732681932,1485
1732681992,1486
1732682022,1487
1732682053,1488
1732682083,1489
1732682113,1490
1732682143,1491
1732682174,1492
1732682202,1493
1732682232,1494
1732682262,1495
1732682292,1496
1732682322,1497
1732682352,1498
1732682383,1499
1732682414,1500
1732682443,1501
1732682473,1502
1732682501,1503
1732682533,1504
1732682562,1505
1732682564,1506
1732682592,1507
1732682623,1508
1732682652,1509
1732682684,1510
1732682743,1511
1732682773,1512
1732682803,1513
1732682833,1514
1732682864,1515
1732682894,1516
1732682924,1517
1732682954,1518
1732682984,1519
1732683014,1520
1732683074,1521
1732683103,1522
1732683132,1523
1732683163,1524
1732683193,1525
1732683196,1526
1732683224,1527
1732683253,1528
1732683256,1529
1732683284,1530
1732683344,1531
1732683373,1532
1732683404,1533
1732683435,1534
1732683465,1535
1732683493,1536
1732683523,1537
1732683562,1538
1732683584,1539
1732683614,1540
1732683645,1541
1732683705,1542
1732683733,1543
1732683764,1544
1732683794,1545
1732683824,1546
1732683854,1547
1732683884,1548
1732683915,1549
1732683945,1550
1732683975,1551
1732684005,1552
1732684065,1553
1732684096,1554
1732684126,1555
1732684186,1556
1732684214,1557
1732684243,1558
1732684275,1559
1732684304,1560
1732684307,1561
1732684334,1562
1732684364,1563
1732684425,1564
1732684455,1565
1732684485,1566
1732684516,1567
1732684546,1568
1732684576,1569
1732684606,1570
1732684664,1571
1732684694,1572
1732684726,1573
1732684756,1574
1732684782,1575
1732684786,1576
1732684816,1577
1732684846,1578
1732684877,1579
1732684907,1580
1732684935,1581
1732684965,1582
1732684968,1583
1732685056,1584
1732685086,1585
1732685116,1586
1732685175,1587
1732685205,1588
1732685236,1589
1732685266,1590
1732685296,1591
1732685326,1592
1732685356,1593
1732685386,1594
1732685417,1595
1732685447,1596
1732685475,1597
1732685505,1598
1732685510,1599
1732685514,1600
1732685535,1601
1732685567,1602
1732685597,1603
1732685622,1604
1732685627,1605
1732685657,1606
1732685687,1607
1732685705,1608
1732685718,1609
1732685748,1610
1732685778,1611
1732685807,1612
1732685836,1613
1732685866,1614
1732685896,1615
1732685987,1616
1732686017,1617
1732686047,1618
1732686077,1619
1732686138,1620
1732686168,1621
1732686198,1622
1732686228,1623
1732686256,1624
1732686286,1625
1732686317,1626
1732686377,1627
1732686407,1628
1732686437,1629
1732686498,1630
1732686528,1631
1732686558,1632
1732686588,1633
1732686612,1634
1732686618,1635
1732686648,1636
1732686709,1637
1732686738,1638
1732686767,1639
1732686797,1640
1732686857,1641
1732686887,1642
1732686917,1643
1732686948,1644
1732686978,1645
1732687008,1646
1732687038,1647
1732687068,1648
1732687099,1649
1732687101,1650
1732687129,1651
1732687159,1652
1732687189,1653
1732687218,1654
1732687223,1655
1732687248,1656
1732687278,1657
1732687338,1658
1732687368,1659
1732687398,1660
1732687429,1661
1732687459,1662
1732687489,1663
1732687519,1664
1732687547,1665
1732687549,1666
1732687579,1667
1732687610,1668
1732687640,1669
1732687670,1670
1732687698,1671
1732687728,1672
1732687758,1673
1732687788,1674
1732687819,1675
1732687849,1676
1732687879,1677
1732687909,1678
1732687940,1679
1732687969,1680
1732688000,1681
1732688030,1682
1732688059,1683
1732688089,1684
1732688119,1685
1732688142,1686
1732688144,1687
1732688150,1688
1732688164,1689
1732688165,1690
1732688181,1691
1732688207,1692
1732688210,1693
1732688240,1694
1732688268,1695
1732688299,1696
1732688329,1697
1732688349,1698
1732688360,1699
1732688390,1700
1732688419,1701
1732688449,1702
1732688479,1703
1732688509,1704
1732688541,1705
1732688571,1706
1732688601,1707
1732688630,1708
1732688660,1709
1732688690,1710
1732688720,1711
1732688750,1712
1732688780,1713
1732688810,1714
1732688840,1715
1732688871,1716
1732688901,1717
1732688931,1718
1732688961,1719
1732688991,1720
1732689022,1721
1732689050,1722
1732689080,1723
1732689111,1724
1732689141,1725
1732689170,1726
1732689175,1727
1732689201,1728
1732689232,1729
1732689233,1730
1732689262,1731
1732689290,1732
1732689320,1733
1732689350,1734
1732689381,1735
1732689389,1736
1732689411,1737
1732689441,1738
1732689471,1739
1732689501,1740
1732689532,1741
1732689542,1742
1732689562,1743
1732689591,1744
1732689621,1745
1732689652,1746
1732689683,1747
1732689741,1748
1732689771,1749
1732689801,1750
